"Entity","country","latitude","longitude","Code.x","Year.x","visitors","Code.y","Year.y","length_stay"
"Albania","AL",41.153332,20.168331,"ALB",2014,0.03801257,"ALB",2021,2.6
"Albania","AL",41.153332,20.168331,"ALB",2014,0.03801257,"ALB",2020,2.34
"Albania","AL",41.153332,20.168331,"ALB",2014,0.03801257,"ALB",2018,2.43
"Albania","AL",41.153332,20.168331,"ALB",2016,0.12457003,"ALB",2019,2.58
"Albania","AL",41.153332,20.168331,"ALB",2016,0.12457003,"ALB",2021,2.6
"Albania","AL",41.153332,20.168331,"ALB",2016,0.12457003,"ALB",2020,2.34
"Albania","AL",41.153332,20.168331,"ALB",2016,0.12457003,"ALB",2018,2.43
"Albania","AL",41.153332,20.168331,"ALB",2012,0.02249683,"ALB",2019,2.58
"Albania","AL",41.153332,20.168331,"ALB",2012,0.02249683,"ALB",2021,2.6
"Albania","AL",41.153332,20.168331,"ALB",2012,0.02249683,"ALB",2020,2.34
"Albania","AL",41.153332,20.168331,"ALB",2012,0.02249683,"ALB",2018,2.43
"Albania","AL",41.153332,20.168331,"ALB",2011,0.027136492,"ALB",2019,2.58
"Albania","AL",41.153332,20.168331,"ALB",2011,0.027136492,"ALB",2021,2.6
"Albania","AL",41.153332,20.168331,"ALB",2011,0.027136492,"ALB",2020,2.34
"Albania","AL",41.153332,20.168331,"ALB",2011,0.027136492,"ALB",2018,2.43
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2007,2.87
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2011,2.91
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2014,2.87
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2015,3.05
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2006,2.7
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2004,2.62
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2012,2.97
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2005,2.69
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2019,2.88
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2013,2.99
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2020,3.1
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2017,2.91
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2002,2.87
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2001,2.85
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2010,2.9
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2000,2.93
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2021,2.59
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2003,2.68
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2018,2.88
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2008,2.9
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",1999,2.77
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2016,2.94
"Andorra","AD",42.546245,1.601554,"AND",2012,2.5303843,"AND",2009,2.6
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2007,2.87
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2011,2.91
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2014,2.87
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2015,3.05
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2006,2.7
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2004,2.62
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2012,2.97
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2005,2.69
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2019,2.88
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2013,2.99
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2020,3.1
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2017,2.91
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2002,2.87
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2001,2.85
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2010,2.9
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2000,2.93
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2021,2.59
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2003,2.68
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2018,2.88
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2008,2.9
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",1999,2.77
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2016,2.94
"Andorra","AD",42.546245,1.601554,"AND",2019,1.6650486,"AND",2009,2.6
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2007,2.87
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2011,2.91
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2014,2.87
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2015,3.05
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2006,2.7
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2004,2.62
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2012,2.97
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2005,2.69
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2019,2.88
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2013,2.99
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2020,3.1
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2017,2.91
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2002,2.87
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2001,2.85
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2010,2.9
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2000,2.93
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2021,2.59
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2003,2.68
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2018,2.88
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2008,2.9
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",1999,2.77
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2016,2.94
"Andorra","AD",42.546245,1.601554,"AND",2021,1.7819395,"AND",2009,2.6
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2007,2.87
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2011,2.91
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2014,2.87
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2015,3.05
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2006,2.7
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2004,2.62
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2012,2.97
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2005,2.69
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2019,2.88
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2013,2.99
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2020,3.1
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2017,2.91
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2002,2.87
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2001,2.85
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2010,2.9
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2000,2.93
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2021,2.59
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2003,2.68
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2018,2.88
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2008,2.9
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",1999,2.77
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2016,2.94
"Andorra","AD",42.546245,1.601554,"AND",2001,2.2283845,"AND",2009,2.6
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2007,2.87
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2011,2.91
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2014,2.87
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2015,3.05
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2006,2.7
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2004,2.62
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2012,2.97
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2005,2.69
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2019,2.88
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2013,2.99
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2020,3.1
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2017,2.91
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2002,2.87
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2001,2.85
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2010,2.9
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2000,2.93
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2021,2.59
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2003,2.68
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2018,2.88
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2008,2.9
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",1999,2.77
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2016,2.94
"Andorra","AD",42.546245,1.601554,"AND",2003,2.6969407,"AND",2009,2.6
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2007,2.87
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2011,2.91
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2014,2.87
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2015,3.05
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2006,2.7
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2004,2.62
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2012,2.97
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2005,2.69
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2019,2.88
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2013,2.99
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2020,3.1
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2017,2.91
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2002,2.87
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2001,2.85
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2010,2.9
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2000,2.93
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2021,2.59
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2003,2.68
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2018,2.88
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2008,2.9
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",1999,2.77
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2016,2.94
"Andorra","AD",42.546245,1.601554,"AND",2002,2.3974018,"AND",2009,2.6
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2007,2.87
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2011,2.91
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2014,2.87
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2015,3.05
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2006,2.7
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2004,2.62
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2012,2.97
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2005,2.69
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2019,2.88
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2013,2.99
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2020,3.1
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2017,2.91
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2002,2.87
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2001,2.85
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2010,2.9
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2000,2.93
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2021,2.59
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2003,2.68
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2018,2.88
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2008,2.9
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",1999,2.77
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2016,2.94
"Andorra","AD",42.546245,1.601554,"AND",2007,3.9077203,"AND",2009,2.6
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2007,2.87
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2011,2.91
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2014,2.87
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2015,3.05
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2006,2.7
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2004,2.62
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2012,2.97
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2005,2.69
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2019,2.88
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2013,2.99
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2020,3.1
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2017,2.91
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2002,2.87
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2001,2.85
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2010,2.9
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2000,2.93
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2021,2.59
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2003,2.68
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2018,2.88
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2008,2.9
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",1999,2.77
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2016,2.94
"Andorra","AD",42.546245,1.601554,"AND",2013,2.2972507,"AND",2009,2.6
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2007,2.87
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2011,2.91
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2014,2.87
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2015,3.05
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2006,2.7
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2004,2.62
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2012,2.97
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2005,2.69
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2019,2.88
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2013,2.99
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2020,3.1
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2017,2.91
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2002,2.87
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2001,2.85
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2010,2.9
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2000,2.93
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2021,2.59
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2003,2.68
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2018,2.88
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2008,2.9
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",1999,2.77
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2016,2.94
"Andorra","AD",42.546245,1.601554,"AND",2009,3.979235,"AND",2009,2.6
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2007,2.87
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2011,2.91
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2014,2.87
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2015,3.05
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2006,2.7
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2004,2.62
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2012,2.97
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2005,2.69
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2019,2.88
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2013,2.99
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2020,3.1
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2017,2.91
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2002,2.87
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2001,2.85
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2010,2.9
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2000,2.93
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2021,2.59
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2003,2.68
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2018,2.88
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2008,2.9
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",1999,2.77
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2016,2.94
"Andorra","AD",42.546245,1.601554,"AND",2015,1.9478033,"AND",2009,2.6
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2007,2.87
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2011,2.91
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2014,2.87
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2015,3.05
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2006,2.7
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2004,2.62
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2012,2.97
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2005,2.69
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2019,2.88
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2013,2.99
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2020,3.1
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2017,2.91
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2002,2.87
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2001,2.85
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2010,2.9
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2000,2.93
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2021,2.59
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2003,2.68
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2018,2.88
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2008,2.9
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",1999,2.77
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2016,2.94
"Andorra","AD",42.546245,1.601554,"AND",2020,1.7815171,"AND",2009,2.6
"Andorra","AD",42.546245,1.601554,"AND",2018,1.7376726,"AND",2007,2.87
"Andorra","AD",42.546245,1.601554,"AND",2018,1.7376726,"AND",2011,2.91
"Andorra","AD",42.546245,1.601554,"AND",2018,1.7376726,"AND",2014,2.87
"Andorra","AD",42.546245,1.601554,"AND",2018,1.7376726,"AND",2015,3.05
"Andorra","AD",42.546245,1.601554,"AND",2018,1.7376726,"AND",2006,2.7
"Andorra","AD",42.546245,1.601554,"AND",2018,1.7376726,"AND",2004,2.62
"Andorra","AD",42.546245,1.601554,"AND",2018,1.7376726,"AND",2012,2.97
"Andorra","AD",42.546245,1.601554,"AND",2018,1.7376726,"AND",2005,2.69
"Andorra","AD",42.546245,1.601554,"AND",2018,1.7376726,"AND",2019,2.88
