"Entity","Code.x","Year.x","Employment","Code.y","Year.y","Tourism_GDP"
"Australia","AUS",2014,7.055943,"AUS",2012,2.8341722
"Australia","AUS",2014,7.055943,"AUS",2016,3.062835
"Australia","AUS",2014,7.055943,"AUS",2017,3.1034904
"Australia","AUS",2014,7.055943,"AUS",2021,1.5803462
"Australia","AUS",2014,7.055943,"AUS",2020,1.3362693
"Australia","AUS",2014,7.055943,"AUS",2013,2.8530018
"Australia","AUS",2014,7.055943,"AUS",2008,2.9031262
"Australia","AUS",2014,7.055943,"AUS",2019,2.4101894
"Australia","AUS",2014,7.055943,"AUS",2011,2.723214
"Australia","AUS",2014,7.055943,"AUS",2018,3.0961983
"Australia","AUS",2005,28.76798,"AUS",2010,2.6923237
"Australia","AUS",2005,28.76798,"AUS",2014,2.9527414
"Australia","AUS",2005,28.76798,"AUS",2015,3.084575
"Australia","AUS",2005,28.76798,"AUS",2009,2.8224325
"Australia","AUS",2005,28.76798,"AUS",2012,2.8341722
"Australia","AUS",2005,28.76798,"AUS",2016,3.062835
"Australia","AUS",2005,28.76798,"AUS",2017,3.1034904
"Australia","AUS",2005,28.76798,"AUS",2021,1.5803462
"Australia","AUS",2005,28.76798,"AUS",2020,1.3362693
"Australia","AUS",2005,28.76798,"AUS",2013,2.8530018
"Australia","AUS",2005,28.76798,"AUS",2008,2.9031262
"Australia","AUS",2005,28.76798,"AUS",2019,2.4101894
"Australia","AUS",2005,28.76798,"AUS",2011,2.723214
"Australia","AUS",2005,28.76798,"AUS",2018,3.0961983
"Australia","AUS",2018,8.515075,"AUS",2010,2.6923237
"Australia","AUS",2018,8.515075,"AUS",2014,2.9527414
"Australia","AUS",2018,8.515075,"AUS",2015,3.084575
"Australia","AUS",2018,8.515075,"AUS",2009,2.8224325
"Australia","AUS",2018,8.515075,"AUS",2012,2.8341722
"Australia","AUS",2018,8.515075,"AUS",2016,3.062835
"Australia","AUS",2018,8.515075,"AUS",2017,3.1034904
"Australia","AUS",2018,8.515075,"AUS",2021,1.5803462
"Australia","AUS",2018,8.515075,"AUS",2020,1.3362693
"Australia","AUS",2018,8.515075,"AUS",2013,2.8530018
"Australia","AUS",2018,8.515075,"AUS",2008,2.9031262
"Australia","AUS",2018,8.515075,"AUS",2019,2.4101894
"Australia","AUS",2018,8.515075,"AUS",2011,2.723214
"Australia","AUS",2018,8.515075,"AUS",2018,3.0961983
"Australia","AUS",2019,8.522245,"AUS",2010,2.6923237
"Australia","AUS",2019,8.522245,"AUS",2014,2.9527414
"Australia","AUS",2019,8.522245,"AUS",2015,3.084575
"Australia","AUS",2019,8.522245,"AUS",2009,2.8224325
"Australia","AUS",2019,8.522245,"AUS",2012,2.8341722
"Australia","AUS",2019,8.522245,"AUS",2016,3.062835
"Australia","AUS",2019,8.522245,"AUS",2017,3.1034904
"Australia","AUS",2019,8.522245,"AUS",2021,1.5803462
"Australia","AUS",2019,8.522245,"AUS",2020,1.3362693
"Australia","AUS",2019,8.522245,"AUS",2013,2.8530018
"Australia","AUS",2019,8.522245,"AUS",2008,2.9031262
"Australia","AUS",2019,8.522245,"AUS",2019,2.4101894
"Australia","AUS",2019,8.522245,"AUS",2011,2.723214
"Australia","AUS",2019,8.522245,"AUS",2018,3.0961983
"Australia","AUS",2008,28.586388,"AUS",2010,2.6923237
"Australia","AUS",2008,28.586388,"AUS",2014,2.9527414
"Australia","AUS",2008,28.586388,"AUS",2015,3.084575
"Australia","AUS",2008,28.586388,"AUS",2009,2.8224325
"Australia","AUS",2008,28.586388,"AUS",2012,2.8341722
"Australia","AUS",2008,28.586388,"AUS",2016,3.062835
"Australia","AUS",2008,28.586388,"AUS",2017,3.1034904
"Australia","AUS",2008,28.586388,"AUS",2021,1.5803462
"Australia","AUS",2008,28.586388,"AUS",2020,1.3362693
"Australia","AUS",2008,28.586388,"AUS",2013,2.8530018
"Australia","AUS",2008,28.586388,"AUS",2008,2.9031262
"Australia","AUS",2008,28.586388,"AUS",2019,2.4101894
"Australia","AUS",2008,28.586388,"AUS",2011,2.723214
"Australia","AUS",2008,28.586388,"AUS",2018,3.0961983
"Australia","AUS",2009,29.467846,"AUS",2010,2.6923237
"Australia","AUS",2009,29.467846,"AUS",2014,2.9527414
"Australia","AUS",2009,29.467846,"AUS",2015,3.084575
"Australia","AUS",2009,29.467846,"AUS",2009,2.8224325
"Australia","AUS",2009,29.467846,"AUS",2012,2.8341722
"Australia","AUS",2009,29.467846,"AUS",2016,3.062835
"Australia","AUS",2009,29.467846,"AUS",2017,3.1034904
"Australia","AUS",2009,29.467846,"AUS",2021,1.5803462
"Australia","AUS",2009,29.467846,"AUS",2020,1.3362693
"Australia","AUS",2009,29.467846,"AUS",2013,2.8530018
"Australia","AUS",2009,29.467846,"AUS",2008,2.9031262
"Australia","AUS",2009,29.467846,"AUS",2019,2.4101894
"Australia","AUS",2009,29.467846,"AUS",2011,2.723214
"Australia","AUS",2009,29.467846,"AUS",2018,3.0961983
"Australia","AUS",2013,7.8877497,"AUS",2010,2.6923237
"Australia","AUS",2013,7.8877497,"AUS",2014,2.9527414
"Australia","AUS",2013,7.8877497,"AUS",2015,3.084575
"Australia","AUS",2013,7.8877497,"AUS",2009,2.8224325
"Australia","AUS",2013,7.8877497,"AUS",2012,2.8341722
"Australia","AUS",2013,7.8877497,"AUS",2016,3.062835
"Australia","AUS",2013,7.8877497,"AUS",2017,3.1034904
"Australia","AUS",2013,7.8877497,"AUS",2021,1.5803462
"Australia","AUS",2013,7.8877497,"AUS",2020,1.3362693
"Australia","AUS",2013,7.8877497,"AUS",2013,2.8530018
"Australia","AUS",2013,7.8877497,"AUS",2008,2.9031262
"Australia","AUS",2013,7.8877497,"AUS",2019,2.4101894
"Australia","AUS",2013,7.8877497,"AUS",2011,2.723214
"Australia","AUS",2013,7.8877497,"AUS",2018,3.0961983
"Australia","AUS",2021,7.653998,"AUS",2010,2.6923237
"Australia","AUS",2021,7.653998,"AUS",2014,2.9527414
"Australia","AUS",2021,7.653998,"AUS",2015,3.084575
"Australia","AUS",2021,7.653998,"AUS",2009,2.8224325
"Australia","AUS",2021,7.653998,"AUS",2012,2.8341722
"Australia","AUS",2021,7.653998,"AUS",2016,3.062835
"Australia","AUS",2021,7.653998,"AUS",2017,3.1034904
"Australia","AUS",2021,7.653998,"AUS",2021,1.5803462
"Australia","AUS",2021,7.653998,"AUS",2020,1.3362693
"Australia","AUS",2021,7.653998,"AUS",2013,2.8530018
"Australia","AUS",2021,7.653998,"AUS",2008,2.9031262
"Australia","AUS",2021,7.653998,"AUS",2019,2.4101894
"Australia","AUS",2021,7.653998,"AUS",2011,2.723214
"Australia","AUS",2021,7.653998,"AUS",2018,3.0961983
"Australia","AUS",2010,7.616092,"AUS",2010,2.6923237
"Australia","AUS",2010,7.616092,"AUS",2014,2.9527414
"Australia","AUS",2010,7.616092,"AUS",2015,3.084575
"Australia","AUS",2010,7.616092,"AUS",2009,2.8224325
"Australia","AUS",2010,7.616092,"AUS",2012,2.8341722
"Australia","AUS",2010,7.616092,"AUS",2016,3.062835
"Australia","AUS",2010,7.616092,"AUS",2017,3.1034904
"Australia","AUS",2010,7.616092,"AUS",2021,1.5803462
"Australia","AUS",2010,7.616092,"AUS",2020,1.3362693
"Australia","AUS",2010,7.616092,"AUS",2013,2.8530018
"Australia","AUS",2010,7.616092,"AUS",2008,2.9031262
"Australia","AUS",2010,7.616092,"AUS",2019,2.4101894
"Australia","AUS",2010,7.616092,"AUS",2011,2.723214
"Australia","AUS",2010,7.616092,"AUS",2018,3.0961983
"Australia","AUS",2007,28.3234,"AUS",2010,2.6923237
"Australia","AUS",2007,28.3234,"AUS",2014,2.9527414
"Australia","AUS",2007,28.3234,"AUS",2015,3.084575
"Australia","AUS",2007,28.3234,"AUS",2009,2.8224325
"Australia","AUS",2007,28.3234,"AUS",2012,2.8341722
"Australia","AUS",2007,28.3234,"AUS",2016,3.062835
"Australia","AUS",2007,28.3234,"AUS",2017,3.1034904
"Australia","AUS",2007,28.3234,"AUS",2021,1.5803462
"Australia","AUS",2007,28.3234,"AUS",2020,1.3362693
"Australia","AUS",2007,28.3234,"AUS",2013,2.8530018
"Australia","AUS",2007,28.3234,"AUS",2008,2.9031262
"Australia","AUS",2007,28.3234,"AUS",2019,2.4101894
"Australia","AUS",2007,28.3234,"AUS",2011,2.723214
"Australia","AUS",2007,28.3234,"AUS",2018,3.0961983
"Australia","AUS",2006,27.312216,"AUS",2010,2.6923237
"Australia","AUS",2006,27.312216,"AUS",2014,2.9527414
"Australia","AUS",2006,27.312216,"AUS",2015,3.084575
"Australia","AUS",2006,27.312216,"AUS",2009,2.8224325
"Australia","AUS",2006,27.312216,"AUS",2012,2.8341722
"Australia","AUS",2006,27.312216,"AUS",2016,3.062835
"Australia","AUS",2006,27.312216,"AUS",2017,3.1034904
"Australia","AUS",2006,27.312216,"AUS",2021,1.5803462
"Australia","AUS",2006,27.312216,"AUS",2020,1.3362693
"Australia","AUS",2006,27.312216,"AUS",2013,2.8530018
"Australia","AUS",2006,27.312216,"AUS",2008,2.9031262
"Australia","AUS",2006,27.312216,"AUS",2019,2.4101894
"Australia","AUS",2006,27.312216,"AUS",2011,2.723214
"Australia","AUS",2006,27.312216,"AUS",2018,3.0961983
"Australia","AUS",2017,8.230876,"AUS",2010,2.6923237
"Australia","AUS",2017,8.230876,"AUS",2014,2.9527414
"Australia","AUS",2017,8.230876,"AUS",2015,3.084575
"Australia","AUS",2017,8.230876,"AUS",2009,2.8224325
"Australia","AUS",2017,8.230876,"AUS",2012,2.8341722
"Australia","AUS",2017,8.230876,"AUS",2016,3.062835
"Australia","AUS",2017,8.230876,"AUS",2017,3.1034904
"Australia","AUS",2017,8.230876,"AUS",2021,1.5803462
"Australia","AUS",2017,8.230876,"AUS",2020,1.3362693
"Australia","AUS",2017,8.230876,"AUS",2013,2.8530018
"Australia","AUS",2017,8.230876,"AUS",2008,2.9031262
"Australia","AUS",2017,8.230876,"AUS",2019,2.4101894
"Australia","AUS",2017,8.230876,"AUS",2011,2.723214
"Australia","AUS",2017,8.230876,"AUS",2018,3.0961983
"Australia","AUS",2011,7.7738404,"AUS",2010,2.6923237
"Australia","AUS",2011,7.7738404,"AUS",2014,2.9527414
"Australia","AUS",2011,7.7738404,"AUS",2015,3.084575
"Australia","AUS",2011,7.7738404,"AUS",2009,2.8224325
"Australia","AUS",2011,7.7738404,"AUS",2012,2.8341722
"Australia","AUS",2011,7.7738404,"AUS",2016,3.062835
"Australia","AUS",2011,7.7738404,"AUS",2017,3.1034904
"Australia","AUS",2011,7.7738404,"AUS",2021,1.5803462
"Australia","AUS",2011,7.7738404,"AUS",2020,1.3362693
"Australia","AUS",2011,7.7738404,"AUS",2013,2.8530018
"Australia","AUS",2011,7.7738404,"AUS",2008,2.9031262
"Australia","AUS",2011,7.7738404,"AUS",2019,2.4101894
"Australia","AUS",2011,7.7738404,"AUS",2011,2.723214
"Australia","AUS",2011,7.7738404,"AUS",2018,3.0961983
"Australia","AUS",2020,8.017124,"AUS",2010,2.6923237
"Australia","AUS",2020,8.017124,"AUS",2014,2.9527414
"Australia","AUS",2020,8.017124,"AUS",2015,3.084575
"Australia","AUS",2020,8.017124,"AUS",2009,2.8224325
"Australia","AUS",2020,8.017124,"AUS",2012,2.8341722
"Australia","AUS",2020,8.017124,"AUS",2016,3.062835
"Australia","AUS",2020,8.017124,"AUS",2017,3.1034904
"Australia","AUS",2020,8.017124,"AUS",2021,1.5803462
"Australia","AUS",2020,8.017124,"AUS",2020,1.3362693
"Australia","AUS",2020,8.017124,"AUS",2013,2.8530018
"Australia","AUS",2020,8.017124,"AUS",2008,2.9031262
"Australia","AUS",2020,8.017124,"AUS",2019,2.4101894
"Australia","AUS",2020,8.017124,"AUS",2011,2.723214
"Australia","AUS",2020,8.017124,"AUS",2018,3.0961983
"Australia","AUS",2016,7.9063616,"AUS",2010,2.6923237
"Australia","AUS",2016,7.9063616,"AUS",2014,2.9527414
"Australia","AUS",2016,7.9063616,"AUS",2015,3.084575
"Australia","AUS",2016,7.9063616,"AUS",2009,2.8224325
"Australia","AUS",2016,7.9063616,"AUS",2012,2.8341722
"Australia","AUS",2016,7.9063616,"AUS",2016,3.062835
"Australia","AUS",2016,7.9063616,"AUS",2017,3.1034904
"Australia","AUS",2016,7.9063616,"AUS",2021,1.5803462
"Australia","AUS",2016,7.9063616,"AUS",2020,1.3362693
"Australia","AUS",2016,7.9063616,"AUS",2013,2.8530018
"Australia","AUS",2016,7.9063616,"AUS",2008,2.9031262
"Australia","AUS",2016,7.9063616,"AUS",2019,2.4101894
"Australia","AUS",2016,7.9063616,"AUS",2011,2.723214
"Australia","AUS",2016,7.9063616,"AUS",2018,3.0961983
"Australia","AUS",2012,7.7477183,"AUS",2010,2.6923237
"Australia","AUS",2012,7.7477183,"AUS",2014,2.9527414
"Australia","AUS",2012,7.7477183,"AUS",2015,3.084575
"Australia","AUS",2012,7.7477183,"AUS",2009,2.8224325
"Australia","AUS",2012,7.7477183,"AUS",2012,2.8341722
"Australia","AUS",2012,7.7477183,"AUS",2016,3.062835
"Australia","AUS",2012,7.7477183,"AUS",2017,3.1034904
"Australia","AUS",2012,7.7477183,"AUS",2021,1.5803462
"Australia","AUS",2012,7.7477183,"AUS",2020,1.3362693
"Australia","AUS",2012,7.7477183,"AUS",2013,2.8530018
"Australia","AUS",2012,7.7477183,"AUS",2008,2.9031262
"Australia","AUS",2012,7.7477183,"AUS",2019,2.4101894
"Australia","AUS",2012,7.7477183,"AUS",2011,2.723214
"Australia","AUS",2012,7.7477183,"AUS",2018,3.0961983
"Australia","AUS",2015,7.6153727,"AUS",2010,2.6923237
"Australia","AUS",2015,7.6153727,"AUS",2014,2.9527414
"Australia","AUS",2015,7.6153727,"AUS",2015,3.084575
"Australia","AUS",2015,7.6153727,"AUS",2009,2.8224325
"Australia","AUS",2015,7.6153727,"AUS",2012,2.8341722
"Australia","AUS",2015,7.6153727,"AUS",2016,3.062835
"Australia","AUS",2015,7.6153727,"AUS",2017,3.1034904
"Australia","AUS",2015,7.6153727,"AUS",2021,1.5803462
"Australia","AUS",2015,7.6153727,"AUS",2020,1.3362693
"Australia","AUS",2015,7.6153727,"AUS",2013,2.8530018
"Australia","AUS",2015,7.6153727,"AUS",2008,2.9031262
"Australia","AUS",2015,7.6153727,"AUS",2019,2.4101894
"Australia","AUS",2015,7.6153727,"AUS",2011,2.723214
"Australia","AUS",2015,7.6153727,"AUS",2018,3.0961983
"Austria","AUT",2008,10.659605,"AUT",2018,5.450972
"Austria","AUT",2008,10.659605,"AUT",2016,5.336438
"Austria","AUT",2008,10.659605,"AUT",2017,5.379478
"Austria","AUT",2008,10.659605,"AUT",2015,5.3408937
"Austria","AUT",2008,10.659605,"AUT",2010,5.439173
"Austria","AUT",2008,10.659605,"AUT",2019,5.5874124
"Austria","AUT",2008,10.659605,"AUT",2009,5.120961
"Austria","AUT",2008,10.659605,"AUT",2020,3.5294685
"Austria","AUT",2008,10.659605,"AUT",2013,5.387036
"Austria","AUT",2008,10.659605,"AUT",2014,5.392399
"Austria","AUT",2008,10.659605,"AUT",2008,5.1956534
"Austria","AUT",2008,10.659605,"AUT",2021,3.0296688
"Austria","AUT",2008,10.659605,"AUT",2011,5.434371
"Austria","AUT",2008,10.659605,"AUT",2012,5.404634
"Austria","AUT",2010,10.415135,"AUT",2018,5.450972
"Austria","AUT",2010,10.415135,"AUT",2016,5.336438
"Austria","AUT",2010,10.415135,"AUT",2017,5.379478
"Austria","AUT",2010,10.415135,"AUT",2015,5.3408937
"Austria","AUT",2010,10.415135,"AUT",2010,5.439173
"Austria","AUT",2010,10.415135,"AUT",2019,5.5874124
"Austria","AUT",2010,10.415135,"AUT",2009,5.120961
"Austria","AUT",2010,10.415135,"AUT",2020,3.5294685
"Austria","AUT",2010,10.415135,"AUT",2013,5.387036
"Austria","AUT",2010,10.415135,"AUT",2014,5.392399
"Austria","AUT",2010,10.415135,"AUT",2008,5.1956534
"Austria","AUT",2010,10.415135,"AUT",2021,3.0296688
"Austria","AUT",2010,10.415135,"AUT",2011,5.434371
"Austria","AUT",2010,10.415135,"AUT",2012,5.404634
"Austria","AUT",2011,10.522927,"AUT",2018,5.450972
"Austria","AUT",2011,10.522927,"AUT",2016,5.336438
"Austria","AUT",2011,10.522927,"AUT",2017,5.379478
"Austria","AUT",2011,10.522927,"AUT",2015,5.3408937
"Austria","AUT",2011,10.522927,"AUT",2010,5.439173
"Austria","AUT",2011,10.522927,"AUT",2019,5.5874124
"Austria","AUT",2011,10.522927,"AUT",2009,5.120961
"Austria","AUT",2011,10.522927,"AUT",2020,3.5294685
"Austria","AUT",2011,10.522927,"AUT",2013,5.387036
"Austria","AUT",2011,10.522927,"AUT",2014,5.392399
"Austria","AUT",2011,10.522927,"AUT",2008,5.1956534
"Austria","AUT",2011,10.522927,"AUT",2021,3.0296688
"Austria","AUT",2011,10.522927,"AUT",2011,5.434371
"Austria","AUT",2011,10.522927,"AUT",2012,5.404634
"Austria","AUT",2007,9.596466,"AUT",2018,5.450972
"Austria","AUT",2007,9.596466,"AUT",2016,5.336438
"Austria","AUT",2007,9.596466,"AUT",2017,5.379478
"Austria","AUT",2007,9.596466,"AUT",2015,5.3408937
"Austria","AUT",2007,9.596466,"AUT",2010,5.439173
"Austria","AUT",2007,9.596466,"AUT",2019,5.5874124
"Austria","AUT",2007,9.596466,"AUT",2009,5.120961
"Austria","AUT",2007,9.596466,"AUT",2020,3.5294685
"Austria","AUT",2007,9.596466,"AUT",2013,5.387036
"Austria","AUT",2007,9.596466,"AUT",2014,5.392399
"Austria","AUT",2007,9.596466,"AUT",2008,5.1956534
"Austria","AUT",2007,9.596466,"AUT",2021,3.0296688
"Austria","AUT",2007,9.596466,"AUT",2011,5.434371
"Austria","AUT",2007,9.596466,"AUT",2012,5.404634
"Austria","AUT",2009,9.936546,"AUT",2018,5.450972
"Austria","AUT",2009,9.936546,"AUT",2016,5.336438
"Austria","AUT",2009,9.936546,"AUT",2017,5.379478
"Austria","AUT",2009,9.936546,"AUT",2015,5.3408937
"Austria","AUT",2009,9.936546,"AUT",2010,5.439173
"Austria","AUT",2009,9.936546,"AUT",2019,5.5874124
"Austria","AUT",2009,9.936546,"AUT",2009,5.120961
"Austria","AUT",2009,9.936546,"AUT",2020,3.5294685
"Austria","AUT",2009,9.936546,"AUT",2013,5.387036
"Austria","AUT",2009,9.936546,"AUT",2014,5.392399
"Austria","AUT",2009,9.936546,"AUT",2008,5.1956534
"Austria","AUT",2009,9.936546,"AUT",2021,3.0296688
"Austria","AUT",2009,9.936546,"AUT",2011,5.434371
"Austria","AUT",2009,9.936546,"AUT",2012,5.404634
"Austria","AUT",2012,11.305345,"AUT",2018,5.450972
"Austria","AUT",2012,11.305345,"AUT",2016,5.336438
"Austria","AUT",2012,11.305345,"AUT",2017,5.379478
"Austria","AUT",2012,11.305345,"AUT",2015,5.3408937
"Austria","AUT",2012,11.305345,"AUT",2010,5.439173
"Austria","AUT",2012,11.305345,"AUT",2019,5.5874124
"Austria","AUT",2012,11.305345,"AUT",2009,5.120961
"Austria","AUT",2012,11.305345,"AUT",2020,3.5294685
"Austria","AUT",2012,11.305345,"AUT",2013,5.387036
"Austria","AUT",2012,11.305345,"AUT",2014,5.392399
"Austria","AUT",2012,11.305345,"AUT",2008,5.1956534
"Austria","AUT",2012,11.305345,"AUT",2021,3.0296688
"Austria","AUT",2012,11.305345,"AUT",2011,5.434371
"Austria","AUT",2012,11.305345,"AUT",2012,5.404634
"Austria","AUT",2013,11.686952,"AUT",2018,5.450972
"Austria","AUT",2013,11.686952,"AUT",2016,5.336438
"Austria","AUT",2013,11.686952,"AUT",2017,5.379478
"Austria","AUT",2013,11.686952,"AUT",2015,5.3408937
"Austria","AUT",2013,11.686952,"AUT",2010,5.439173
"Austria","AUT",2013,11.686952,"AUT",2019,5.5874124
"Austria","AUT",2013,11.686952,"AUT",2009,5.120961
"Austria","AUT",2013,11.686952,"AUT",2020,3.5294685
"Austria","AUT",2013,11.686952,"AUT",2013,5.387036
"Austria","AUT",2013,11.686952,"AUT",2014,5.392399
"Austria","AUT",2013,11.686952,"AUT",2008,5.1956534
"Austria","AUT",2013,11.686952,"AUT",2021,3.0296688
"Austria","AUT",2013,11.686952,"AUT",2011,5.434371
"Austria","AUT",2013,11.686952,"AUT",2012,5.404634
"Austria","AUT",2004,9.0684185,"AUT",2018,5.450972
"Austria","AUT",2004,9.0684185,"AUT",2016,5.336438
"Austria","AUT",2004,9.0684185,"AUT",2017,5.379478
"Austria","AUT",2004,9.0684185,"AUT",2015,5.3408937
"Austria","AUT",2004,9.0684185,"AUT",2010,5.439173
"Austria","AUT",2004,9.0684185,"AUT",2019,5.5874124
"Austria","AUT",2004,9.0684185,"AUT",2009,5.120961
"Austria","AUT",2004,9.0684185,"AUT",2020,3.5294685
"Austria","AUT",2004,9.0684185,"AUT",2013,5.387036
"Austria","AUT",2004,9.0684185,"AUT",2014,5.392399
"Austria","AUT",2004,9.0684185,"AUT",2008,5.1956534
"Austria","AUT",2004,9.0684185,"AUT",2021,3.0296688
"Austria","AUT",2004,9.0684185,"AUT",2011,5.434371
"Austria","AUT",2004,9.0684185,"AUT",2012,5.404634
"Austria","AUT",2003,8.84225,"AUT",2018,5.450972
"Austria","AUT",2003,8.84225,"AUT",2016,5.336438
"Austria","AUT",2003,8.84225,"AUT",2017,5.379478
"Austria","AUT",2003,8.84225,"AUT",2015,5.3408937
"Austria","AUT",2003,8.84225,"AUT",2010,5.439173
"Austria","AUT",2003,8.84225,"AUT",2019,5.5874124
"Austria","AUT",2003,8.84225,"AUT",2009,5.120961
"Austria","AUT",2003,8.84225,"AUT",2020,3.5294685
"Austria","AUT",2003,8.84225,"AUT",2013,5.387036
"Austria","AUT",2003,8.84225,"AUT",2014,5.392399
"Austria","AUT",2003,8.84225,"AUT",2008,5.1956534
"Austria","AUT",2003,8.84225,"AUT",2021,3.0296688
"Austria","AUT",2003,8.84225,"AUT",2011,5.434371
"Austria","AUT",2003,8.84225,"AUT",2012,5.404634
"Austria","AUT",2005,9.322923,"AUT",2018,5.450972
"Austria","AUT",2005,9.322923,"AUT",2016,5.336438
"Austria","AUT",2005,9.322923,"AUT",2017,5.379478
"Austria","AUT",2005,9.322923,"AUT",2015,5.3408937
"Austria","AUT",2005,9.322923,"AUT",2010,5.439173
"Austria","AUT",2005,9.322923,"AUT",2019,5.5874124
"Austria","AUT",2005,9.322923,"AUT",2009,5.120961
"Austria","AUT",2005,9.322923,"AUT",2020,3.5294685
"Austria","AUT",2005,9.322923,"AUT",2013,5.387036
"Austria","AUT",2005,9.322923,"AUT",2014,5.392399
"Austria","AUT",2005,9.322923,"AUT",2008,5.1956534
"Austria","AUT",2005,9.322923,"AUT",2021,3.0296688
"Austria","AUT",2005,9.322923,"AUT",2011,5.434371
"Austria","AUT",2005,9.322923,"AUT",2012,5.404634
"Bahrain","BHR",2018,31.59991,"BHR",2019,6.554989
"Bahrain","BHR",2018,31.59991,"BHR",2020,1.3963054
"Bahrain","BHR",2018,31.59991,"BHR",2017,7.3250937
"Bahrain","BHR",2018,31.59991,"BHR",2018,6.129361
"Bahrain","BHR",2019,34.13209,"BHR",2019,6.554989
"Bahrain","BHR",2019,34.13209,"BHR",2020,1.3963054
"Bahrain","BHR",2019,34.13209,"BHR",2017,7.3250937
"Bahrain","BHR",2019,34.13209,"BHR",2018,6.129361
"Bahrain","BHR",2017,27.456612,"BHR",2019,6.554989
"Bahrain","BHR",2017,27.456612,"BHR",2020,1.3963054
"Bahrain","BHR",2017,27.456612,"BHR",2017,7.3250937
"Bahrain","BHR",2017,27.456612,"BHR",2018,6.129361
"Bahrain","BHR",2013,1.5851842,"BHR",2019,6.554989
"Bahrain","BHR",2013,1.5851842,"BHR",2020,1.3963054
"Bahrain","BHR",2013,1.5851842,"BHR",2017,7.3250937
"Bahrain","BHR",2013,1.5851842,"BHR",2018,6.129361
"Bahrain","BHR",2021,31.436525,"BHR",2019,6.554989
"Bahrain","BHR",2021,31.436525,"BHR",2020,1.3963054
"Bahrain","BHR",2021,31.436525,"BHR",2017,7.3250937
"Bahrain","BHR",2021,31.436525,"BHR",2018,6.129361
"Bahrain","BHR",2012,1.6327224,"BHR",2019,6.554989
"Bahrain","BHR",2012,1.6327224,"BHR",2020,1.3963054
"Bahrain","BHR",2012,1.6327224,"BHR",2017,7.3250937
"Bahrain","BHR",2012,1.6327224,"BHR",2018,6.129361
"Bahrain","BHR",2016,1.4187738,"BHR",2019,6.554989
"Bahrain","BHR",2016,1.4187738,"BHR",2020,1.3963054
"Bahrain","BHR",2016,1.4187738,"BHR",2017,7.3250937
"Bahrain","BHR",2016,1.4187738,"BHR",2018,6.129361
"Bahrain","BHR",2015,2.2023892,"BHR",2019,6.554989
"Bahrain","BHR",2015,2.2023892,"BHR",2020,1.3963054
"Bahrain","BHR",2015,2.2023892,"BHR",2017,7.3250937
"Bahrain","BHR",2015,2.2023892,"BHR",2018,6.129361
"Bahrain","BHR",2020,30.457306,"BHR",2019,6.554989
